image,elbow_angle,back_angle,hip_angle,knee_angle,stage,label
01b09356-3985-474f-827f-20c79cfcda78_mp4-0000_jpg.rf.49af1f31735d4e133f58d97320342cc1.jpg,166.68450289293037,167.45260514010252,158.17061064739937,179.40358944288246,top,correct
01b09356-3985-474f-827f-20c79cfcda78_mp4-0001_jpg.rf.96fccbd9a6d8dfe725eb85d120e3ea01.jpg,172.11884976542993,130.81454626370115,157.4950474653952,171.7322153520011,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0004_jpg.rf.670386ec6519a3f8d39ac5bebe28d2b0.jpg,165.51295297475988,102.78286608638358,167.86879497866096,176.614653332886,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0004_jpg.rf.73e9ab48ca342689ff2f45fa123ca50c.jpg,170.60703112296454,119.41330958287398,175.27849669101323,179.96381281831682,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0004_jpg.rf.ed354984048f2d9cd515087e1733f958.jpg,165.51295297475988,102.78286608638358,167.86879497866096,176.614653332886,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0008_jpg.rf.6bc778cd6c2190cc00da20d16e6ee345.jpg,161.9463684974419,124.81280688352848,171.24781857302162,177.3794417059049,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0008_jpg.rf.f5b3d51a57e786a3637afee044101a11.jpg,161.9463684974419,124.81280688352848,171.24781857302162,177.3794417059049,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0008_jpg.rf.f6acfd3637fd041f24e6a16fc2149b7b.jpg,161.9463684974419,124.81280688352848,171.24781857302162,177.3794417059049,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0012_jpg.rf.093d363e284b4d8aae5fee60f4d30626.jpg,170.4505189396279,155.3231652563555,176.04027494378332,175.9893629706086,top,correct
01b09356-3985-474f-827f-20c79cfcda78_mp4-0012_jpg.rf.27662aa450803076c60951fa4637589f.jpg,170.4505189396279,155.3231652563555,176.04027494378332,175.9893629706086,top,correct
01b09356-3985-474f-827f-20c79cfcda78_mp4-0012_jpg.rf.a7d0d3cbf0803f8e5178c0398cffa5b7.jpg,168.84375711137878,121.30093442888086,175.4335723598717,171.3329200566025,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0013_jpg.rf.328fb7d220adeaf9c8a34a1622aa83ad.jpg,166.28304540605896,129.2838480616063,167.29186965852583,177.77188667089237,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0013_jpg.rf.a3ffaed9d25508d31494c85cba2a229f.jpg,166.28304540605896,129.2838480616063,167.29186965852583,177.77188667089237,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0013_jpg.rf.dd5ff2a2f54e0ef7a9f8f32e03d89e3d.jpg,166.28304540605896,129.2838480616063,167.29186965852583,177.77188667089237,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0018_jpg.rf.177b1e294f954c6b23e518e8686d6073.jpg,164.91505834835468,152.60987762394646,163.34933068631142,176.1890213463219,top,correct
01b09356-3985-474f-827f-20c79cfcda78_mp4-0018_jpg.rf.1c27239c34530ad7e617117bb388f366.jpg,157.8158068835412,167.5511486868755,172.23047884022924,163.6848271702365,top,correct
01b09356-3985-474f-827f-20c79cfcda78_mp4-0018_jpg.rf.3941bd6433964490110ef246874cdce7.jpg,157.8158068835412,167.5511486868755,172.23047884022924,163.6848271702365,top,correct
01b09356-3985-474f-827f-20c79cfcda78_mp4-0019_jpg.rf.276e3bdae5f59027cd567fdaf003f0d3.jpg,170.96595905504944,82.01176199823674,174.35636495177758,177.8797210842687,top,incorrect
01b09356-3985-474f-827f-20c79cfcda78_mp4-0019_jpg.rf.de1e1de36ee4bc55ae554f853f8a648e.jpg,170.96595905504944,82.01176199823674,174.35636495177758,177.8797210842687,top,incorrect
03dc159f-52c7-423d-8515-ced72e1ea74a_mp4-0001_jpg.rf.59f46344568a31b30d6321eddba212b9.jpg,118.37975768208017,45.5602147610346,68.04177839706233,165.26660484533213,bottom,incorrect
03dc159f-52c7-423d-8515-ced72e1ea74a_mp4-0001_jpg.rf.6f3bcfd5df36a0b6f5d3ed9e7209a36c.jpg,154.0480132135261,153.47609902003643,108.98695564559083,49.78292080899731,top,incorrect
03dc159f-52c7-423d-8515-ced72e1ea74a_mp4-0001_jpg.rf.8ac650da5aba42d3be2f7dea1c73889f.jpg,118.37975768208017,45.5602147610346,68.04177839706233,165.26660484533213,bottom,incorrect
03dc159f-52c7-423d-8515-ced72e1ea74a_mp4-0010_jpg.rf.5bdd674b1ff3f02470a168122db63e3d.jpg,107.90868749673928,53.49058201998914,61.003295601525245,173.05395316012905,bottom,incorrect
03dc159f-52c7-423d-8515-ced72e1ea74a_mp4-0010_jpg.rf.6e18fe77325fd9edd7ce01c76bfaaf75.jpg,107.90868749673928,53.49058201998914,61.003295601525245,173.05395316012905,bottom,incorrect
03dc159f-52c7-423d-8515-ced72e1ea74a_mp4-0010_jpg.rf.7a160b462875421a83bd0f6d7661e384.jpg,107.90868749673928,53.49058201998914,61.003295601525245,173.05395316012905,bottom,incorrect
